ORIGSYSREF,BBSTATUS,FTBIND,ORDERDATE,COUNTRYCODE,ORDERS,REVENUE_NET_USD_CONS_CURR,SALESCHANNEL,TP_DATE,TX_DEVICE,CHANNELS,SOURCE,MEDIUM,CAMPAIGN,COEFFICIENTS,TP_WEIGHT,WEIGHTED_COEFFICIENTS,Total_coeff,Normalized_coeff,Normalized_Revenue
ONNS5NN-12X93-1O1,INITIAL,0,19/12/25,GB,1,154.2667,WB,19/12/25,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.144902635,1,0.144902635,0.554982818,0.261093911,40.27809608
ONNS5NN-12X93-1O1,INITIAL,0,19/12/25,GB,1,154.2667,WB,19/12/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.205040092,1,0.205040092,0.554982818,0.369453044,56.99430196
ONOR8RZ-58A07-8K9,INITIAL,0,21/07/25,GB,1,144.6907,TM,18/07/25,non-digital,TM_TA,tm_ta,tm_ta,tm_ta,0.096792669,1,0.096792669,0.096792669,1,144.6907
ONER7UM-78K47-6S5,INITIAL,0,13/02/26,DE,1,157.6237,WB,06/02/26,desktop,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.013494649,1,0.013494649,0.01349805,0.999747995,157.583978
ONER7UM-78K47-6S5,INITIAL,0,13/02/26,DE,1,157.6237,WB,13/02/26,desktop,Direct,(direct),(none),(not set),0.304792927,1.00E-05,3.05E-06,0.01349805,0.000225805,0.035592243
ONER7UM-78K47-6S5,INITIAL,0,13/02/26,DE,1,157.6237,WB,13/02/26,desktop,EMAIL_TX,email,art_review,logo_not_modified_de,0.035365286,1.00E-05,3.54E-07,0.01349805,2.62E-05,0.004129787
13951356,INITIAL,0,09/01/26,US,1,1017.28,TM,02/01/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.055924171,1.31E-10,1.34E-07
13951356,INITIAL,0,09/01/26,US,1,1017.28,TM,08/01/26,non-digital,TM_TA,tm_ta,tm_ta,tm_ta,0.055924171,1,0.055924171,0.055924171,1,1017.28
13951356,INITIAL,0,09/01/26,US,1,1017.28,TM,09/01/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.055924171,1.65E-10,1.68E-07
ONIZ4SO-87O12-4F5,INITIAL,0,21/05/25,US,1,269.38,WB,09/05/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,7.35E-12,1,269.38
ONNC9IB-20O99-1W2,INITIAL,0,09/05/25,CA,1,324.684,WB,05/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.214539909,1,0.214539909,0.263345196,0.814671815,264.5109035
ONNC9IB-20O99-1W2,INITIAL,0,09/05/25,CA,1,324.684,WB,09/05/25,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.048805287,1,0.048805287,0.263345196,0.185328185,60.17309653
ONOI3RP-12O27-4P3,UPDATE,0,08/05/25,CA,-1,-324.684,WB,05/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.214539909,1,0.214539909,0.263345196,-0.814671815,-264.5109035
ONOI3RP-12O27-4P3,INITIAL,0,08/05/25,CA,1,324.684,WB,05/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.214539909,1,0.214539909,0.263345196,0.814671815,264.5109035
ONOI3RP-12O27-4P3,UPDATE,0,08/05/25,CA,-1,-324.684,WB,08/05/25,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.048805287,1,0.048805287,0.263345196,-0.185328185,-60.17309653
ONOI3RP-12O27-4P3,INITIAL,0,08/05/25,CA,1,324.684,WB,08/05/25,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.048805287,1,0.048805287,0.263345196,0.185328185,60.17309653
ONVJ3KY-85O92-5G9,INITIAL,0,04/02/26,CA,1,357.084,TM,30/01/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.078291815,1.00E-10,7.83E-12,0.092018302,8.51E-11,3.04E-08
ONVJ3KY-85O92-5G9,INITIAL,0,04/02/26,CA,1,357.084,TM,03/02/26,non-digital,TM_TA,tm_ta,tm_ta,tm_ta,0.092018302,1,0.092018302,0.092018302,1,357.084
ONBX0DV-44N11-8Y0,INITIAL,0,26/06/25,US,1,178.19,MO,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,53.87139535
ONBX0DV-44N11-8Y0,INITIAL,0,26/06/25,US,1,178.19,MO,26/06/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,124.3186047
ONPL8ZW-60T60-3W1,INITIAL,0,26/06/25,US,1,157.49,MO,30/05/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,47.61325581
ONPL8ZW-60T60-3W1,INITIAL,0,26/06/25,US,1,157.49,MO,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,3.02E-11,4.76E-09
ONPL8ZW-60T60-3W1,INITIAL,0,26/06/25,US,1,157.49,MO,26/06/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,109.8767442
ONBQ0UQ-19U41-7T9,INITIAL,0,30/09/25,US,1,457.07,WB,22/09/25,desktop,Email Web Push,email,webpush,20250922_US_September_LimitedTimeOffer,0.064199733,1,0.064199733,0.091395453,0.702439024,321.0638049
ONBQ0UQ-19U41-7T9,INITIAL,0,30/09/25,US,1,457.07,WB,26/09/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.024520731,1.00E-10,2.45E-12,0.091395453,2.68E-11,1.23E-08
ONBQ0UQ-19U41-7T9,INITIAL,0,30/09/25,US,1,457.07,WB,30/09/25,desktop,Organic Search,bing,organic,(organic),0.02719572,1,0.02719572,0.091395453,0.297560976,136.0061951
ONOQ5WW-94D27-9K3,INITIAL,0,16/12/25,US,1,245.69,MO,16/12/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.024520731,1.00E-10,2.45E-12,2.45E-12,1,245.69
ONEH4PB-29X50-5K5,INITIAL,0,09/04/25,US,1,100.94,MO,09/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.073459716,1,100.94
ONKG2VT-29W36-8K9,INITIAL,0,08/12/25,US,1,652.45,TM,04/12/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.134597156,1,652.45
ONNT0KR-27N34-4Z1,UPDATE,0,04/11/25,US,-1,-1059.69,MO,10/10/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.227014218,-0.407098121,-431.3978079
ONNT0KR-27N34-4Z1,INITIAL,0,03/11/25,US,1,1059.69,MO,10/10/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.092417062,1,1059.69
ONNT0KR-27N34-4Z1,UPDATE,0,04/11/25,US,-1,-1059.69,MO,04/11/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.227014218,-0.592901879,-628.2921921
ONXK7JG-04X93-2M1,INITIAL,0,30/04/25,CA,1,4641.804,WB,04/04/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.04845447,1.00E-10,4.85E-12,2.99E-06,1.62E-06,0.007530747
ONXK7JG-04X93-2M1,INITIAL,0,30/04/25,CA,1,4641.804,WB,29/04/25,desktop,Direct,(direct),(none),(not set),0.298663325,1.00E-05,2.99E-06,2.99E-06,0.999998378,4641.796469
ONYY8RU-82Y14-3L7,INITIAL,0,26/08/25,US,1,4410.74,TM,15/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.044549763,1.65E-10,7.27E-07
ONYY8RU-82Y14-3L7,INITIAL,0,26/08/25,US,1,4410.74,TM,26/08/25,non-digital,TM_LEAD,tm_lead,tm_lead,tm_lead,0.044549763,1,0.044549763,0.044549763,1,4410.739999
ONYW4WE-72B66-1S1,INITIAL,0,02/09/25,US,1,160.16,WB,02/09/25,desktop,Paid Search - NonBrand,google,cpc,NB-Writing-Pens,0.060187249,1,0.060187249,0.060187249,1,160.16
ONBO5TS-86Q28-7C5,INITIAL,0,07/02/26,US,1,366.13,WB,06/02/26,mobile,Paid Search - Brand,google,cpc,Brand-US-Pens-T1-Pure,0.041731066,1,0.041731066,0.04173359,0.999939541,366.107864
ONBO5TS-86Q28-7C5,INITIAL,0,07/02/26,US,1,366.13,WB,06/02/26,mobile,Direct,(direct),(none),(not set),0.252318393,1.00E-05,2.52E-06,0.04173359,6.05E-05,0.022135966
13856383,INITIAL,0,10/06/25,US,1,0.01,TM,30/05/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,1.66E-11,0.442857143,0.004428571
13856383,INITIAL,0,10/06/25,US,1,0.01,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,1.66E-11,0.557142857,0.005571429
13856405,INITIAL,0,10/06/25,US,1,0.01,TM,30/05/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,1.66E-11,0.442857143,0.004428571
13856405,INITIAL,0,10/06/25,US,1,0.01,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,1.66E-11,0.557142857,0.005571429
13856418,INITIAL,0,10/06/25,US,1,0.01,TM,30/05/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,1.66E-11,0.442857143,0.004428571
13856418,INITIAL,0,10/06/25,US,1,0.01,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,1.66E-11,0.557142857,0.005571429
ONFP1FX-16I49-9G6,INITIAL,0,12/06/25,US,1,511.17,TM,30/05/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,1.66E-11,0.442857143,226.3752857
ONFP1FX-16I49-9G6,INITIAL,0,12/06/25,US,1,511.17,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,1.66E-11,0.557142857,284.7947143
ONIF4LV-72B75-8J7,INITIAL,0,03/07/25,US,1,771.32,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,9.24E-12,1,771.32
ONOJ9PT-53Z14-7S7,INITIAL,0,10/12/25,US,1,393,TM,14/11/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,9.24E-12,1,393
ONVI8UC-82W43-6N9,INITIAL,0,28/05/25,US,1,0,TM,23/05/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,7.35E-12,1,0
ONXV2YN-65A09-3Q6,INITIAL,0,15/12/25,US,1,1134.72,TM,15/12/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.213270142,1,1134.72
ONHA0CP-46O55-4W4,INITIAL,0,04/03/26,US,1,962.12,TM,20/02/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.208056872,0.353075171,339.7006834
ONHA0CP-46O55-4W4,INITIAL,0,04/03/26,US,1,962.12,TM,04/03/26,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.208056872,0.646924829,622.4193166
ONXL4DQ-63D77-2X8,INITIAL,0,20/06/25,US,1,661.44,TM,30/05/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.227014218,0.407098121,269.2709812
ONXL4DQ-63D77-2X8,INITIAL,0,20/06/25,US,1,661.44,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.227014218,4.07E-11,2.69E-08
ONXL4DQ-63D77-2X8,INITIAL,0,20/06/25,US,1,661.44,TM,11/06/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.227014218,0.592901879,392.1690188
ONZU0FH-60W09-9D0,INITIAL,0,20/06/25,US,1,540.5,TM,30/05/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.227014218,0.407098121,220.0365344
ONZU0FH-60W09-9D0,INITIAL,0,20/06/25,US,1,540.5,TM,06/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.227014218,4.07E-11,2.20E-08
ONZU0FH-60W09-9D0,INITIAL,0,20/06/25,US,1,540.5,TM,11/06/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.227014218,0.592901879,320.4634655
ONUV3TE-00K38-5B9,INITIAL,0,28/10/25,US,1,1207.44,WB,24/10/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.024520731,1.00E-10,2.45E-12,3.38E-06,7.26E-07,0.00087611
ONUV3TE-00K38-5B9,UPDATE,0,03/11/25,US,-1,-1207.44,WB,24/10/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.024520731,1.00E-10,2.45E-12,0.049936968,-4.91E-11,-5.93E-08
ONUV3TE-00K38-5B9,INITIAL,0,28/10/25,US,1,1207.44,WB,28/10/25,desktop,Direct,(direct),(none),(not set),0.337940259,1.00E-05,3.38E-06,3.38E-06,0.999999274,1207.439124
ONUV3TE-00K38-5B9,UPDATE,0,03/11/25,US,-1,-1207.44,WB,28/10/25,desktop,Direct,(direct),(none),(not set),0.337940259,1.00E-05,3.38E-06,0.049936968,-6.77E-05,-0.081711525
ONUV3TE-00K38-5B9,UPDATE,0,03/11/25,US,-1,-1207.44,WB,31/10/25,desktop,EMAIL_TX,email,art_review,logo_modified_us,0.046366473,1.00E-05,4.64E-07,0.049936968,-9.28E-06,-0.01121108
ONUV3TE-00K38-5B9,UPDATE,0,03/11/25,US,-1,-1207.44,WB,03/11/25,desktop,TM_OTHERS,tm_others,tm_others,tm_others,0.049933125,1,0.049933125,0.049936968,-0.999923042,-1207.347077
ONWA6EB-86Y84-7V1,INITIAL,0,30/10/25,US,1,119.6,WB,29/10/25,desktop,Social Media,Facebook,Paid_Social,US_English_Meta_Q4_Mixed_Sales_PPAU_1Day,0.008024967,1,0.008024967,0.008024967,1,119.6
ONFB3YW-61G26-3L3,INITIAL,0,23/04/25,DE,1,409.9075,MO,28/03/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1,0.138452589,0.138452589,1,409.9075
ONCG1HY-81W99-5U3,INITIAL,0,10/12/25,US,1,164.97,TM,14/11/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,49.87465116
ONCG1HY-81W99-5U3,INITIAL,0,10/12/25,US,1,164.97,TM,09/12/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,115.0953488
ONES6IW-00S86-3A0,INITIAL,0,18/03/26,CA,1,110.088,MO,06/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.078291815,1,0.078291815,0.078291815,1,110.088
ONHR2IM-40Z91-0X6,INITIAL,0,03/04/25,US,1,131.1,TM,03/04/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.213270142,1,131.1
ONIF8CY-69X20-4V5,INITIAL,0,27/03/26,US,1,371.06,TM,13/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.055924171,1.31E-10,4.87E-08
ONIF8CY-69X20-4V5,INITIAL,0,27/03/26,US,1,371.06,TM,27/03/26,non-digital,TM_TA,tm_ta,tm_ta,tm_ta,0.055924171,1,0.055924171,0.055924171,1,371.06
ONSD1DW-42U88-8J6,INITIAL,0,03/04/25,US,1,96.64,TM,03/04/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.213270142,1,96.64
ONUD9ZW-50M02-3K7,INITIAL,0,31/07/25,US,1,255.35,MO,18/07/25,desktop,MO_Acquisition,mo_acquisition,mo_acquisition,mo_acquisition,0.005349978,1,0.005349978,0.005349978,1,255.35
ONUD9ZW-50M02-3K7,INITIAL,0,31/07/25,US,1,255.35,MO,31/07/25,desktop,MO_Acquisition,mo_acquisition,mo_acquisition,mo_acquisition,0.005349978,1.00E-10,5.35E-13,0.005349978,1.00E-10,2.55E-08
ONTP3EB-02E52-9O7,INITIAL,0,07/04/26,US,1,406.07,TM,20/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,7.35E-12,1,406.07
ONPQ5DW-70B35-6S7,INITIAL,0,28/04/26,US,1,208.16,WB,28/04/26,non-digital,No-Match,no-match,no-match,no-match,0.006635071,1.00E-05,6.64E-08,6.64E-08,1,208.16
ONYJ6RV-25E00-7H5,INITIAL,0,22/05/26,US,1,386.31,WB,22/05/26,non-digital,No-Match,no-match,no-match,no-match,0.006635071,1.00E-05,6.64E-08,6.64E-08,1,386.31
ONFU7LY-52W34-8W4,UPDATE,0,06/05/25,US,-1,-144.94,MO,11/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,-2.40E-11,-3.48E-09
ONFU7LY-52W34-8W4,UPDATE,0,06/05/25,US,-1,-144.94,MO,11/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,-3.02E-11,-4.38E-09
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,11/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,3.48E-09
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,11/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,3.02E-11,4.38E-09
ONFU7LY-52W34-8W4,UPDATE,0,06/05/25,US,-1,-144.94,MO,18/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,-0.302325581,-43.81906976
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,18/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,43.81906976
ONFU7LY-52W34-8W4,UPDATE,0,06/05/25,US,-1,-144.94,MO,25/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,-2.40E-11,-3.48E-09
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,25/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,3.48E-09
ONFU7LY-52W34-8W4,UPDATE,0,06/05/25,US,-1,-144.94,MO,06/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,-0.697674419,-101.1209302
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,06/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,101.1209302
ONJH6BU-42L79-1U9,INITIAL,0,17/03/26,US,1,297.66,WB,20/02/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,2.39E-11,0.306930693,91.3609901
ONJH6BU-42L79-1U9,INITIAL,0,17/03/26,US,1,297.66,WB,27/02/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,2.39E-11,0.386138614,114.9380198
ONJH6BU-42L79-1U9,INITIAL,0,17/03/26,US,1,297.66,WB,06/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,2.39E-11,0.306930693,91.3609901
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,04/07/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,5.80E-09
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,18/07/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,72.99348837
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,18/07/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,5.80E-09
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,28/07/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,168.4465116
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,11/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,-2.40E-11,-1.91E-08
